PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,WorkLifeBalanceLabel,,,,,,,,,,,,,,
PR6122,BBE1-D4A5,4/6/2022,4,3,4,1,2,3,3,3,Good,,,,,,,,,,,,,,
PR6134,48B9-8A61,7/6/2022,4,1,4,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR6172,2937-EB65,21/06/2022,4,4,4,2,0,3,4,3,Good,,,,,,,,,,,,,,
PR623,DFE3-6FA7,23/04/2015,4,2,4,1,2,3,3,2,Good,,,,,,,,,,,,,,
PR6274,95D8-5DC7,20/07/2022,4,2,4,2,1,3,4,3,Good,,,,,,,,,,,,,,
PR628,BAF9-933D,25/04/2015,4,5,4,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR6345,41DC-E8B5,15/08/2022,4,5,4,3,2,3,5,5,Good,,,,,,,,,,,,,,
PR6404,A409-26AC,7/9/2022,4,5,4,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR6622,9FE1-0345,30/11/2022,4,1,4,3,3,3,5,4,Good,,,,,,,,,,,,,,
PR6633,D39D-4015,4/12/2022,4,2,4,3,0,3,3,3,Good,,,,,,,,,,,,,,
PR6666,AF5D-A8C8,18/12/2022,4,1,4,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR6705,E47D-E3C5,29/12/2022,4,4,4,3,2,3,5,4,Good,,,,,,,,,,,,,,
PR725,9A87-71F6,10/7/2015,4,5,4,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR759,4FD5-CC71,28/08/2015,4,3,4,1,0,3,4,3,Good,,,,,,,,,,,,,,
PR814,3994-472A,27/11/2015,4,2,4,1,1,3,4,4,Good,,,,,,,,,,,,,,
PR821,3D71-8DC2,6/12/2015,4,4,4,1,1,3,3,3,Good,,,,,,,,,,,,,,
PR865,9937-CDF7,11/1/2016,4,3,4,2,1,3,4,4,Good,,,,,,,,,,,,,,
PR870,763B-DE6E,13/01/2016,4,2,4,1,3,3,3,2,Good,,,,,,,,,,,,,,
PR952,3120-B11F,25/02/2016,4,4,4,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR954,3560-C117,27/02/2016,4,3,4,3,3,3,3,3,Good,,,,,,,,,,,,,,
PR1118,4D59-B831,19/05/2016,4,3,3,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR1122,9169-FC4B,20/05/2016,4,4,3,1,0,3,5,5,Good,,,,,,,,,,,,,,
PR114,4E65-CCD0,27/04/2013,4,5,3,1,0,3,3,2,Good,,,,,,,,,,,,,,
PR1240,60B5-48ED,21/08/2016,4,3,3,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR1301,7FA1-BC64,3/11/2016,4,3,3,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR1302,DD78-E811,4/11/2016,4,4,3,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR1335,9FE1-0345,1/12/2016,4,4,3,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR1343,D39D-4015,5/12/2016,4,5,3,2,3,3,4,4,Good,,,,,,,,,,,,,,
PR1370,1609-65E1,28/12/2016,4,5,3,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR1390,05ED-92F1,9/1/2017,4,5,3,1,1,3,4,3,Good,,,,,,,,,,,,,,
PR1423,A42A-4000,20/01/2017,4,4,3,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR143,5060-A677,20/05/2013,4,2,3,3,1,3,4,4,Good,,,,,,,,,,,,,,
PR1564,C525-8BB9,27/03/2017,4,4,3,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR1602,7A98-768E,16/04/2017,4,4,3,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR1664,BE93-0736,13/05/2017,4,5,3,3,1,3,3,2,Good,,,,,,,,,,,,,,
PR1679,5988-3855,21/05/2017,4,2,3,2,1,3,4,3,Good,,,,,,,,,,,,,,
PR1684,81BE-17CD,23/05/2017,4,2,3,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR1686,3B90-B998,23/05/2017,4,3,3,3,2,3,3,2,Good,,,,,,,,,,,,,,
PR1732,F4D2-F6F2,19/06/2017,4,5,3,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR1734,BDC5-51CF,21/06/2017,4,3,3,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR1812,5B0E-31FB,9/8/2017,4,5,3,3,2,3,5,4,Good,,,,,,,,,,,,,,
PR1815,040C-EDED,13/08/2017,4,5,3,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR1888,2250-86C5,15/10/2017,4,2,3,2,1,3,3,2,Good,,,,,,,,,,,,,,
PR1932,7A2A-0600,10/11/2017,4,2,3,2,0,3,4,3,Good,,,,,,,,,,,,,,
PR1986,0CED-EE28,20/12/2017,4,2,3,1,1,3,3,3,Good,,,,,,,,,,,,,,
PR2011,C2DD-9D37,2/1/2018,4,4,3,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR202,D8B3-30D2,5/2/2014,4,2,3,3,2,3,3,3,Good,,,,,,,,,,,,,,
PR2026,4563-8637,9/1/2018,4,5,3,3,2,3,5,4,Good,,,,,,,,,,,,,,
PR2051,606E-A262,19/01/2018,4,3,3,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR2053,05B0-755F,20/01/2018,4,4,3,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR2080,8CF6-3079,2/2/2018,4,4,3,1,2,3,3,3,Good,,,,,,,,,,,,,,
PR2150,93B1-6510,1/3/2018,4,5,3,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR218,5237-1B85,22/02/2014,4,2,3,1,1,3,4,4,Good,,,,,,,,,,,,,,
PR2206,84E7-02D4,25/03/2018,4,4,3,2,2,3,3,3,Good,,,,,,,,,,,,,,
PR2258,C3C0-349E,16/04/2018,4,2,3,2,1,3,4,3,Good,,,,,,,,,,,,,,
PR2261,5D69-D350,17/04/2018,4,4,3,3,3,3,3,2,Good,,,,,,,,,,,,,,
PR231,DE22-FB63,2/3/2014,4,3,3,3,1,3,3,3,Good,,,,,,,,,,,,,,
PR2381,B785-D8F8,9/6/2018,4,3,3,1,3,3,4,3,Good,,,,,,,,,,,,,,
PR242,7EE7-2C43,8/3/2014,4,2,3,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR262,81FF-8D6C,25/03/2014,4,2,3,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR2660,9360-3A68,21/11/2018,4,4,3,1,2,3,3,3,Good,,,,,,,,,,,,,,
PR2686,C6EC-FEB5,7/12/2018,4,2,3,2,3,3,4,3,Good,,,,,,,,,,,,,,
PR2826,1453-D3D8,6/2/2019,4,3,3,3,2,3,3,3,Good,,,,,,,,,,,,,,
PR2831,B995-E5CE,8/2/2019,4,5,3,2,1,3,4,3,Good,,,,,,,,,,,,,,
PR2845,55B1-3712,14/02/2019,4,3,3,3,0,3,4,3,Good,,,,,,,,,,,,,,
PR3027,51A4-EA6E,24/04/2019,4,5,3,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR3039,FB1F-9947,28/04/2019,4,4,3,2,2,3,3,3,Good,,,,,,,,,,,,,,
PR3168,00A3-2445,19/06/2019,4,5,3,1,1,3,5,5,Good,,,,,,,,,,,,,,
PR3201,F9B6-C80B,3/7/2019,4,2,3,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR3290,9825-45EF,12/8/2019,4,5,3,1,1,3,4,3,Good,,,,,,,,,,,,,,
PR3334,D6A7-EF72,3/9/2019,4,2,3,3,1,3,3,2,Good,,,,,,,,,,,,,,
PR3341,7845-EF8F,4/9/2019,4,2,3,2,3,3,4,3,Good,,,,,,,,,,,,,,
PR3400,278C-D482,14/10/2019,4,3,3,1,2,3,4,3,Good,,,,,,,,,,,,,,
PR3412,6F3E-2A75,20/10/2019,4,3,3,1,1,3,4,4,Good,,,,,,,,,,,,,,
PR3517,B98B-4689,8/12/2019,4,5,3,3,0,3,4,3,Good,,,,,,,,,,,,,,
PR3566,41EC-F2AA,1/1/2020,4,4,3,3,1,3,3,2,Good,,,,,,,,,,,,,,
PR3595,9937-CDF7,10/1/2020,4,1,3,1,1,3,4,4,Good,,,,,,,,,,,,,,
PR3634,8AAD-FAFB,23/01/2020,4,5,3,1,1,3,3,2,Good,,,,,,,,,,,,,,
PR3639,B4E1-4A3E,25/01/2020,4,5,3,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR3678,1453-D3D8,6/2/2020,4,3,3,3,1,3,3,3,Good,,,,,,,,,,,,,,
PR3754,468A-E249,4/3/2020,4,2,3,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR3826,03C5-51AD,29/03/2020,4,4,3,2,2,3,5,5,Good,,,,,,,,,,,,,,
PR3831,86E2-73D1,30/03/2020,4,3,3,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR3855,8EA4-9179,8/4/2020,4,3,3,3,1,3,3,2,Good,,,,,,,,,,,,,,
PR3859,8733-BC3C,9/4/2020,4,4,3,2,2,3,5,4,Good,,,,,,,,,,,,,,
PR3929,327B-F6D3,30/04/2020,4,2,3,1,1,3,3,2,Good,,,,,,,,,,,,,,
PR3976,64D6-0D5F,15/05/2020,4,4,3,1,2,3,3,2,Good,,,,,,,,,,,,,,
PR4040,2B70-5A31,6/6/2020,4,3,3,2,2,3,5,5,Good,,,,,,,,,,,,,,
PR4071,BDC5-51CF,20/06/2020,4,5,3,2,1,3,4,4,Good,,,,,,,,,,,,,,
PR4171,C77A-2348,25/07/2020,4,2,3,1,1,3,4,3,Good,,,,,,,,,,,,,,
PR4210,AFA8-5058,13/08/2020,4,3,3,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR4228,DF11-9C46,17/08/2020,4,3,3,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR4233,F877-3BF9,20/08/2020,4,3,3,2,1,3,3,3,Good,,,,,,,,,,,,,,
PR4357,31FB-D496,21/10/2020,4,4,3,2,1,3,4,3,Good,,,,,,,,,,,,,,
PR4363,7378-5351,24/10/2020,4,4,3,3,0,3,4,3,Good,,,,,,,,,,,,,,
PR442,C2DD-9D37,3/1/2015,4,2,3,2,0,3,4,4,Good,,,,,,,,,,,,,,
PR4424,4DA0-81D7,17/11/2020,4,5,3,2,2,3,4,3,Good,,,,,,,,,,,,,,
PR45,0D1B-DEC2,11/2/2013,4,5,3,1,3,3,5,4,Good,,,,,,,,,,,,,,
PR4547,3C78-06E7,6/1/2021,4,5,3,3,3,3,5,5,Good,,,,,,,,,,,,,,
PR4581,EDC5-6FB7,15/01/2021,4,5,3,2,1,3,4,3,Good,,,,,,,,,,,,,,
PR4623,4F22-FF67,29/01/2021,4,3,3,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR4725,0322-D46B,2/3/2021,4,2,3,1,1,3,3,2,Good,,,,,,,,,,,,,,
PR4793,4862-E40F,22/03/2021,4,2,3,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR4799,6010-A052,24/03/2021,4,2,3,3,0,3,4,3,Good,,,,,,,,,,,,,,
PR4839,EDF2-2659,5/4/2021,4,2,3,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR4840,676C-C884,5/4/2021,4,5,3,3,2,3,5,4,Good,,,,,,,,,,,,,,
PR4926,354B-3BC6,30/04/2021,4,2,3,3,3,3,5,5,Good,,,,,,,,,,,,,,
PR4946,692B-7152,7/5/2021,4,2,3,2,3,3,3,2,Good,,,,,,,,,,,,,,
PR4977,FAD6-EAA3,16/05/2021,4,3,3,3,2,3,5,5,Good,,,,,,,,,,,,,,
PR5079,3EB2-9111,22/06/2021,4,2,3,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR5134,9BC9-1288,9/7/2021,4,4,3,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR5171,95D8-5DC7,20/07/2021,4,3,3,1,0,3,5,5,Good,,,,,,,,,,,,,,
PR5183,D565-284D,24/07/2021,4,2,3,1,1,3,4,4,Good,,,,,,,,,,,,,,
PR5241,CA75-94D1,15/08/2021,4,3,3,1,2,3,5,5,Good,,,,,,,,,,,,,,
PR5290,F5C3-07B0,3/9/2021,4,4,3,2,3,3,5,5,Good,,,,,,,,,,,,,,
PR5318,3E50-011E,17/09/2021,4,4,3,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR5394,31FB-D496,21/10/2021,4,5,3,1,1,3,4,3,Good,,,,,,,,,,,,,,
PR5396,A76C-AEB3,23/10/2021,4,4,3,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR5406,B375-26A9,25/10/2021,4,4,3,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR5425,7FA1-BC64,2/11/2021,4,4,3,1,0,3,4,3,Good,,,,,,,,,,,,,,
PR5480,C219-6C2E,21/11/2021,4,2,3,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR5577,6CC9-81FC,29/12/2021,4,2,3,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR5602,9E7A-1F70,6/1/2022,4,4,3,3,2,3,3,3,Good,,,,,,,,,,,,,,
PR5616,8EF9-CECD,8/1/2022,4,3,3,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR5627,CDAC-40FE,12/1/2022,4,4,3,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR5677,98EE-8547,28/01/2022,4,3,3,2,0,3,4,4,Good,,,,,,,,,,,,,,
PR5712,1453-D3D8,5/2/2022,4,2,3,3,2,3,4,4,Good,,,,,,,,,,,,,,
PR5944,AC19-7EE7,14/04/2022,4,2,3,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR5956,6151-4A92,17/04/2022,4,4,3,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR6007,7BA2-EBDE,30/04/2022,4,3,3,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR6019,11AE-3E4D,4/5/2022,4,3,3,3,3,3,4,4,Good,,,,,,,,,,,,,,
PR6130,2B70-5A31,6/6/2022,4,5,3,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR6140,19C3-DAE4,9/6/2022,4,3,3,3,1,3,4,4,Good,,,,,,,,,,,,,,
PR6208,10C9-925C,30/06/2022,4,4,3,1,2,3,4,4,Good,,,,,,,,,,,,,,
PR6259,D8FC-E2F7,17/07/2022,4,2,3,1,1,3,4,4,Good,,,,,,,,,,,,,,
PR6268,AA87-13D8,19/07/2022,4,3,3,1,2,3,5,4,Good,,,,,,,,,,,,,,
PR6349,6376-F58F,15/08/2022,4,4,3,3,2,3,3,3,Good,,,,,,,,,,,,,,
PR6357,0A4E-1A4A,17/08/2022,4,4,3,1,2,3,4,4,Good,,,,,,,,,,,,,,
PR6450,F890-975A,27/09/2022,4,2,3,3,2,3,3,2,Good,,,,,,,,,,,,,,
PR6505,C292-EC0C,19/10/2022,4,2,3,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR6524,425F-4D2D,27/10/2022,4,3,3,2,2,3,3,2,Good,,,,,,,,,,,,,,
PR6583,5EE9-CFCF,16/11/2022,4,2,3,2,3,3,3,3,Good,,,,,,,,,,,,,,
PR6597,3D9E-FB05,20/11/2022,4,4,3,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR708,3EB2-9111,24/06/2015,4,5,3,2,1,3,4,3,Good,,,,,,,,,,,,,,
PR768,E7D3-03C9,25/09/2015,4,3,3,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR868,7839-CA12,12/1/2016,4,5,3,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR928,DB6C-3B2F,12/2/2016,4,5,3,2,0,3,4,3,Good,,,,,,,,,,,,,,
PR975,5222-EBE1,5/3/2016,4,5,3,2,2,3,3,3,Good,,,,,,,,,,,,,,
PR98,076F-8AA3,7/4/2013,4,2,3,2,1,3,3,3,Good,,,,,,,,,,,,,,
PR994,B3FE-D332,13/03/2016,4,4,3,1,1,3,4,3,Good,,,,,,,,,,,,,,
PR1059,AB81-A3A0,18/04/2016,4,3,2,1,1,3,5,5,Good,,,,,,,,,,,,,,
PR1068,51A4-EA6E,24/04/2016,4,5,2,2,1,3,4,4,Good,,,,,,,,,,,,,,
PR1089,FE2B-3DC7,5/5/2016,4,5,2,3,0,3,4,3,Good,,,,,,,,,,,,,,
PR1125,8766-F1E7,23/05/2016,4,3,2,1,2,3,4,4,Good,,,,,,,,,,,,,,
PR1126,45F9-3A37,23/05/2016,4,5,2,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR1152,6CAD-47F0,6/6/2016,4,3,2,1,1,3,3,3,Good,,,,,,,,,,,,,,
PR1205,307F-9BFA,19/07/2016,4,5,2,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR1210,7AA0-5766,27/07/2016,4,4,2,3,3,3,5,5,Good,,,,,,,,,,,,,,
PR1271,87D2-8B67,1/10/2016,4,5,2,1,3,3,3,3,Good,,,,,,,,,,,,,,
PR1284,6F3E-2A75,20/10/2016,4,4,2,1,2,3,5,5,Good,,,,,,,,,,,,,,
PR1290,9C7D-E1B1,26/10/2016,4,4,2,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR1305,1C24-233B,6/11/2016,4,2,2,2,1,3,5,5,Good,,,,,,,,,,,,,,
PR1309,AFDF-3DA8,8/11/2016,4,3,2,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR1372,74F2-5C55,30/12/2016,4,1,2,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR1448,8CF6-3079,2/2/2017,4,3,2,2,0,3,4,3,Good,,,,,,,,,,,,,,
PR155,F5E3-48BB,3/1/2014,4,3,2,2,1,3,4,4,Good,,,,,,,,,,,,,,
PR1584,B013-7D0C,9/4/2017,4,3,2,2,1,3,4,3,Good,,,,,,,,,,,,,,
PR1673,4D59-B831,19/05/2017,4,4,2,3,2,3,4,4,Good,,,,,,,,,,,,,,
PR1675,A2D0-E2D2,19/05/2017,4,4,2,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR1724,A91B-7DC5,14/06/2017,4,4,2,1,0,3,5,5,Good,,,,,,,,,,,,,,
PR1729,549F-B3E7,17/06/2017,4,5,2,2,0,3,3,2,Good,,,,,,,,,,,,,,
PR1765,E268-61EB,10/7/2017,4,2,2,3,2,3,3,3,Good,,,,,,,,,,,,,,
PR1784,F83C-CA1D,19/07/2017,4,5,2,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR1790,4316-C080,22/07/2017,4,3,2,1,1,3,5,5,Good,,,,,,,,,,,,,,
PR1834,17AE-E715,24/08/2017,4,5,2,3,3,3,4,4,Good,,,,,,,,,,,,,,
PR184,20BA-5868,24/01/2014,4,3,2,1,1,3,4,4,Good,,,,,,,,,,,,,,
PR1942,FB5B-C127,17/11/2017,4,2,2,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR1954,F838-C681,25/11/2017,4,5,2,2,1,3,5,5,Good,,,,,,,,,,,,,,
PR1955,3994-472A,26/11/2017,4,2,2,2,1,3,3,2,Good,,,,,,,,,,,,,,
PR2071,041A-31B0,29/01/2018,4,4,2,1,2,3,3,2,Good,,,,,,,,,,,,,,
PR2232,3B11-DF28,5/4/2018,4,2,2,2,1,3,5,5,Good,,,,,,,,,,,,,,
PR2269,C025-B8B6,20/04/2018,4,2,2,3,3,3,3,2,Good,,,,,,,,,,,,,,
PR2295,1472-9F69,2/5/2018,4,5,2,2,3,3,3,2,Good,,,,,,,,,,,,,,
PR2304,F3D0-41D1,5/5/2018,4,5,2,2,1,3,3,3,Good,,,,,,,,,,,,,,
PR2321,42CC-040A,13/05/2018,4,3,2,1,1,3,4,3,Good,,,,,,,,,,,,,,
PR2351,ED49-73D3,24/05/2018,4,2,2,1,0,3,4,3,Good,,,,,,,,,,,,,,
PR2401,3EB2-9111,23/06/2018,4,3,2,2,1,3,4,3,Good,,,,,,,,,,,,,,
PR2460,307F-9BFA,19/07/2018,4,3,2,1,2,3,3,2,Good,,,,,,,,,,,,,,
PR2483,7A8C-2DD3,1/8/2018,4,5,2,3,2,3,5,5,Good,,,,,,,,,,,,,,
PR2559,DF7E-3233,25/09/2018,4,5,2,1,1,3,5,5,Good,,,,,,,,,,,,,,
PR2566,F890-975A,28/09/2018,4,2,2,3,1,3,5,4,Good,,,,,,,,,,,,,,
PR2713,637B-DBAD,24/12/2018,4,4,2,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR2861,CED0-8D31,21/02/2019,4,3,2,3,0,3,4,3,Good,,,,,,,,,,,,,,
PR2866,C900-9EF9,22/02/2019,4,3,2,2,2,3,3,3,Good,,,,,,,,,,,,,,
PR2893,06B9-B79D,4/3/2019,4,3,2,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR2907,73CF-4956,7/3/2019,4,5,2,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR2958,9412-7AA6,28/03/2019,4,5,2,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR296,C661-6A1C,21/04/2014,4,3,2,1,2,3,4,4,Good,,,,,,,,,,,,,,
PR3030,924E-1035,24/04/2019,4,5,2,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR3033,B8C3-5E0A,25/04/2019,4,3,2,2,0,3,4,3,Good,,,,,,,,,,,,,,
PR3113,ED49-73D3,24/05/2019,4,5,2,1,1,3,3,3,Good,,,,,,,,,,,,,,
PR3173,2E72-4BF1,22/06/2019,4,5,2,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR329,A848-F98B,12/5/2014,4,2,2,1,3,3,4,3,Good,,,,,,,,,,,,,,
PR3330,BD97-F94D,1/9/2019,4,4,2,2,3,3,4,4,Good,,,,,,,,,,,,,,
PR3349,4404-DE5A,12/9/2019,4,3,2,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR3378,E62F-4FF7,29/09/2019,4,3,2,2,0,3,3,2,Good,,,,,,,,,,,,,,
PR3379,5C7B-86C0,30/09/2019,4,5,2,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR338,5060-A677,20/05/2014,4,2,2,1,0,3,4,3,Good,,,,,,,,,,,,,,
PR3560,E47D-E3C5,30/12/2019,4,4,2,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR3587,05ED-92F1,9/1/2020,4,4,2,3,1,3,4,4,Good,,,,,,,,,,,,,,
PR3688,DB6C-3B2F,11/2/2020,4,2,2,1,1,3,3,3,Good,,,,,,,,,,,,,,
PR3689,8ED3-4377,11/2/2020,4,4,2,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR3709,3C7D-86ED,18/02/2020,4,2,2,3,3,3,3,2,Good,,,,,,,,,,,,,,
PR373,7AA0-5766,28/07/2014,4,3,2,2,0,3,5,4,Good,,,,,,,,,,,,,,
PR3735,CC8A-0B1F,29/02/2020,4,4,2,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR3737,A366-C17A,29/02/2020,4,5,2,3,3,3,5,4,Good,,,,,,,,,,,,,,
PR3774,4A0E-9958,10/3/2020,4,3,2,1,2,3,3,3,Good,,,,,,,,,,,,,,
PR3915,4971-33F9,26/04/2020,4,5,2,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR3998,DF5F-5ED9,22/05/2020,4,4,2,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR4035,8533-B8FA,4/6/2020,4,5,2,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR407,7269-88EC,19/10/2014,4,2,2,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR4116,0FC8-561B,8/7/2020,4,2,2,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR4125,9BC9-1288,9/7/2020,4,2,2,1,3,3,4,3,Good,,,,,,,,,,,,,,
PR4135,F961-5A03,13/07/2020,4,3,2,3,2,3,3,2,Good,,,,,,,,,,,,,,
PR4165,E73A-F20A,23/07/2020,4,4,2,3,0,3,5,5,Good,,,,,,,,,,,,,,
PR4184,07AF-3631,1/8/2020,4,3,2,2,1,3,5,5,Good,,,,,,,,,,,,,,
PR4284,1E61-B76A,14/09/2020,4,5,2,1,1,3,3,3,Good,,,,,,,,,,,,,,
PR4307,C1B4-46B2,25/09/2020,4,5,2,3,0,3,5,5,Good,,,,,,,,,,,,,,
PR432,DF94-FD29,18/12/2014,4,5,2,1,2,3,5,5,Good,,,,,,,,,,,,,,
PR4325,3DB7-2942,3/10/2020,4,4,2,1,2,3,4,4,Good,,,,,,,,,,,,,,
PR437,40BE-EEAF,1/1/2015,4,4,2,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR4392,2407-5A4E,4/11/2020,4,3,2,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR4451,296A-A685,29/11/2020,4,3,2,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR4628,8CF6-3079,1/2/2021,4,3,2,1,0,3,4,3,Good,,,,,,,,,,,,,,
PR4666,7D2D-3831,11/2/2021,4,3,2,1,0,3,3,2,Good,,,,,,,,,,,,,,
PR47,279C-7342,13/02/2013,4,5,2,1,0,3,5,5,Good,,,,,,,,,,,,,,
PR4738,D970-9F5E,5/3/2021,4,2,2,2,0,3,4,3,Good,,,,,,,,,,,,,,
PR4792,C6D7-A568,22/03/2021,4,5,2,2,1,3,4,4,Good,,,,,,,,,,,,,,
PR4940,11AE-3E4D,4/5/2021,4,4,2,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR4941,2CA8-4E1B,5/5/2021,4,1,2,3,1,3,3,2,Good,,,,,,,,,,,,,,
PR4943,D2BE-E6F6,5/5/2021,4,2,2,2,0,3,4,3,Good,,,,,,,,,,,,,,
PR4948,4657-FE18,8/5/2021,4,4,2,1,2,3,5,5,Good,,,,,,,,,,,,,,
PR4959,C9FF-3A25,12/5/2021,4,5,2,1,2,3,4,3,Good,,,,,,,,,,,,,,
PR4962,1F0F-458C,13/05/2021,4,3,2,2,0,3,4,4,Good,,,,,,,,,,,,,,
PR5013,3E3B-681D,26/05/2021,4,4,2,1,3,3,4,4,Good,,,,,,,,,,,,,,
PR5075,5468-EEE1,20/06/2021,4,2,2,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR5119,427A-8C69,5/7/2021,4,5,2,3,3,3,5,4,Good,,,,,,,,,,,,,,
PR5148,1243-8B63,13/07/2021,4,3,2,1,3,3,5,4,Good,,,,,,,,,,,,,,
PR5162,C0BE-FED0,18/07/2021,4,2,2,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR5279,BD97-F94D,31/08/2021,4,4,2,2,1,3,4,3,Good,,,,,,,,,,,,,,
PR5325,E430-E462,22/09/2021,4,2,2,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR5455,2A04-49D1,10/11/2021,4,5,2,1,1,3,5,5,Good,,,,,,,,,,,,,,
PR5457,EA3A-E005,11/11/2021,4,3,2,2,3,3,3,2,Good,,,,,,,,,,,,,,
PR5477,7FFD-C810,20/11/2021,4,1,2,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR555,4B6E-3C21,10/3/2015,4,5,2,3,2,3,5,5,Good,,,,,,,,,,,,,,
PR5551,E681-7B57,23/12/2021,4,3,2,2,3,3,3,2,Good,,,,,,,,,,,,,,
PR5586,F5E3-48BB,1/1/2022,4,5,2,2,1,3,5,4,Good,,,,,,,,,,,,,,
PR5631,02DA-7A72,14/01/2022,4,2,2,2,0,3,3,2,Good,,,,,,,,,,,,,,
PR5645,7F24-55A3,16/01/2022,4,2,2,1,2,3,3,2,Good,,,,,,,,,,,,,,
PR5665,45D7-5C8A,23/01/2022,4,4,2,3,0,3,5,5,Good,,,,,,,,,,,,,,
PR5675,B303-8962,27/01/2022,4,4,2,2,0,3,4,3,Good,,,,,,,,,,,,,,
PR5697,586E-5C14,2/2/2022,4,3,2,1,0,3,5,5,Good,,,,,,,,,,,,,,
